text,positive
в Белоозерске наконец официальный первый снег) http://t.co/0gkvQWDqqb,1
"RT @kir13_bast: Саша,саша залайкала мне все фотки ))",1
"@Shumkova0406199 ихихих, мне его жалко, я придумаю что-нибудь изящное :DD",1
"@KulikovaEliza Ахахахаха,капец просто))Пришло же это кому-то в голову))",1
"@babayan_m такие цитаты пишешь,что я уже устала делать ретвиты))",1
"бляяяяя )))) нашел телку с которой потерял девственность )))) 
аааа ))))
такая выдра",1
"@Hent_epta @Chikhanov но не в случае с юлей, если ты понимаешь о чем я))) у нее как бы это ... ну не то...",1
"@SavichDiana ну что нибудь более ритмичное, подвижное)",1
Такая искренняя радость) они заслужили эту победу))),1
Каюта капитана должна быть там. О-) #TEAMFOLLOWBACK,1
"RT @_Pizanskaya: не стоит отчаянно бить себя в грудь, доказывая что ""вам похуй"" ) если вам действительно похуй, то вы никак не отреагируете…",1
"@sultankaa нас с истории выкинули тогда, ну мы и пошли в библиотеку дальше болтать))",1
"У меня такое прекрасное настроение, что сама шучу - сама смеюсь, и, чуть ли не плачу от смеха.:D",1
к каникулам так подстригусь:) http://t.co/cHIUlMXEj2,1
@vz10 надо было видео сделать.:) а почему так трудно было?,1
уже пол часа болтаем в скайпе с Вдовенко. увлекаааательно. надо сурика присоеденить))))),1
Какой будет эта зима? — неповторимой) http://t.co/tJaOAiMVrO,1
"получил копию свидетельства о сдаче обучения вождения, которое я прошел 4 года назад. всё таки решился сдавать на права)",1
"RT @wunajixideh: че хромаешь? глаз болит? иди к зубному, подстригись) http://t.co/IpMfCetc7e",1
